	model	error_type	target	specific_error	micro-precision	micro-recall	micro-f1	macro-precision	macro-recall	macro-f1	accuracy
63	../final/models/models_2nd_run/model2_10	Word	joy	Scrambled Letter	1.0	0.2898550724637681	0.449438202247191	1.0	0.2898550724637681	0.449438202247191	0.2898550724637681
64	../final/models/models_2nd_run/model2_10	Word	nervousness	Adjacent Key	1.0	0.9927536231884058	0.9963636363636363	1.0	0.9927536231884058	0.9963636363636363	0.9927536231884058
65	../final/models/models_2nd_run/model2_10	Word	nervousness	Missing Letter	1.0	0.9927536231884058	0.9963636363636363	1.0	0.9927536231884058	0.9963636363636363	0.9927536231884058
66	../final/models/models_2nd_run/model2_10	Word	nervousness	Repeating Letter	1.0	0.9927536231884058	0.9963636363636363	1.0	0.9927536231884058	0.9963636363636363	0.9927536231884058
67	../final/models/models_2nd_run/model2_10	Word	nervousness	Scrambled Letter	1.0	0.9927536231884058	0.9963636363636363	1.0	0.9927536231884058	0.9963636363636363	0.9927536231884058
68	../final/models/models_2nd_run/model2_10	Word	neutral	Adjacent Key	1.0	0.9782608695652174	0.989010989010989	1.0	0.9782608695652174	0.989010989010989	0.9782608695652174
69	../final/models/models_2nd_run/model2_10	Word	neutral	Missing Letter	1.0	1.0	1.0	1.0	1.0	1.0	1.0
70	../final/models/models_2nd_run/model2_10	Word	neutral	Repeating Letter	1.0	1.0	1.0	1.0	1.0	1.0	1.0
71	../final/models/models_2nd_run/model2_10	Word	neutral	Scrambled Letter	1.0	0.9637681159420289	0.981549815498155	1.0	0.9637681159420289	0.981549815498155	0.9637681159420289
72	../final/models/models_2nd_run/model2_10	Word	pride	Adjacent Key	1.0	0.427536231884058	0.5989847715736041	1.0	0.427536231884058	0.5989847715736041	0.427536231884058
73	../final/models/models_2nd_run/model2_10	Word	pride	Missing Letter	1.0	0.6159420289855072	0.7623318385650224	1.0	0.6159420289855072	0.7623318385650224	0.6159420289855072
74	../final/models/models_2nd_run/model2_10	Word	pride	Repeating Letter	1.0	0.6521739130434783	0.7894736842105263	1.0	0.6521739130434783	0.7894736842105263	0.6521739130434783
75	../final/models/models_2nd_run/model2_10	Word	pride	Scrambled Letter	1.0	0.5942028985507246	0.7454545454545455	1.0	0.5942028985507246	0.7454545454545455	0.5942028985507246
76	../final/models/models_2nd_run/model2_10	Word	sadness	Adjacent Key	1.0	0.8260869565217391	0.9047619047619048	1.0	0.8260869565217391	0.9047619047619048	0.8260869565217391
77	../final/models/models_2nd_run/model2_10	Word	sadness	Missing Letter	1.0	0.7681159420289855	0.8688524590163934	1.0	0.7681159420289855	0.8688524590163934	0.7681159420289855
78	../final/models/models_2nd_run/model2_10	Word	sadness	Repeating Letter	1.0	0.7971014492753623	0.8870967741935484	1.0	0.7971014492753623	0.8870967741935484	0.7971014492753623
79	../final/models/models_2nd_run/model2_10	Word	sadness	Scrambled Letter	1.0	0.7681159420289855	0.8688524590163934	1.0	0.7681159420289855	0.8688524590163934	0.7681159420289855
80	../final/models/models_2nd_run/model2_10	Word	surprise	Adjacent Key	1.0	0.8913043478260869	0.9425287356321839	1.0	0.8913043478260869	0.9425287356321839	0.8913043478260869
81	../final/models/models_2nd_run/model2_10	Word	surprise	Missing Letter	1.0	0.9420289855072463	0.9701492537313433	1.0	0.9420289855072463	0.9701492537313433	0.9420289855072463
82	../final/models/models_2nd_run/model2_10	Word	surprise	Repeating Letter	1.0	0.9782608695652174	0.989010989010989	1.0	0.9782608695652174	0.989010989010989	0.9782608695652174
83	../final/models/models_2nd_run/model2_10	Word	surprise	Scrambled Letter	1.0	0.8913043478260869	0.9425287356321839	1.0	0.8913043478260869	0.9425287356321839	0.8913043478260869
84	../final/models/models_2nd_run/model2_10	nan	anger	nan	1.0	0.36396396396396397	0.5336856010568032	1.0	0.36396396396396397	0.5336856010568032	0.36396396396396397
85	../final/models/models_2nd_run/model2_10	nan	confusion	nan	1.0	0.618018018018018	0.7639198218262806	1.0	0.618018018018018	0.7639198218262806	0.618018018018018
86	../final/models/models_2nd_run/model2_10	nan	disgust	nan	1.0	0.7099099099099099	0.8303477344573235	1.0	0.7099099099099099	0.8303477344573235	0.7099099099099099
87	../final/models/models_2nd_run/model2_10	nan	embarrassment	nan	1.0	0.5675675675675675	0.7241379310344828	1.0	0.5675675675675675	0.7241379310344828	0.5675675675675675
88	../final/models/models_2nd_run/model2_10	nan	excitement	nan	1.0	0.9927927927927928	0.9963833634719711	1.0	0.9927927927927928	0.9963833634719711	0.9927927927927928
89	../final/models/models_2nd_run/model2_10	nan	fear	nan	1.0	0.6666666666666666	0.8	1.0	0.6666666666666666	0.8	0.6666666666666666
90	../final/models/models_2nd_run/model2_10	nan	joy	nan	1.0	0.22342342342342342	0.36524300441826213	1.0	0.22342342342342342	0.36524300441826213	0.22342342342342342
91	../final/models/models_2nd_run/model2_10	nan	nervousness	nan	1.0	1.0	1.0	1.0	1.0	1.0	1.0
92	../final/models/models_2nd_run/model2_10	nan	neutral	nan	1.0	1.0	1.0	1.0	1.0	1.0	1.0
93	../final/models/models_2nd_run/model2_10	nan	pride	nan	1.0	0.6144144144144145	0.7611607142857143	1.0	0.6144144144144145	0.7611607142857143	0.6144144144144145
94	../final/models/models_2nd_run/model2_10	nan	sadness	nan	1.0	0.8468468468468469	0.9170731707317074	1.0	0.8468468468468469	0.9170731707317074	0.8468468468468469
95	../final/models/models_2nd_run/model2_10	nan	surprise	nan	1.0	1.0	1.0	1.0	1.0	1.0	1.0
